Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
TR_perfuserb_MasterPOPlan_PageLoad,1,689,689,689,689,689,689,689,0.000%,1.23609,1.63,1.69
TR_perfusera_MasterPOPlan_PageLoad,1,829,829,829,829,829,829,829,0.000%,1.04712,1.38,1.43
TR_perfuserf_MasterPOPlan_PageLoad,1,461,461,461,461,461,461,461,0.000%,1.78253,2.36,2.43
TR_perfusere_MasterPOPlan_PageLoad,1,517,517,517,517,517,517,517,0.000%,1.62075,2.11,2.21
TR_perfuserc_MasterPOPlan_PageLoad,1,696,696,696,696,696,696,696,0.000%,1.24069,1.62,1.69
TR_perfuserd_MasterPOPlan_PageLoad,1,642,642,642,642,642,642,642,0.000%,1.36054,1.80,1.86
TR_perfuserg_MasterPOPlan_PageLoad,1,380,380,380,380,380,380,380,0.000%,2.07469,2.70,2.83
TR_perfuserh_MasterPOPlan_PageLoad,1,273,273,273,273,273,273,273,0.000%,2.66667,3.53,3.64
TR_perfuseri_MasterPOPlan_PageLoad,1,385,385,385,385,385,385,385,0.000%,2.01613,2.63,2.75
TR_perfuserl_MasterPOPlan_PageLoad,1,545,545,545,545,545,545,545,0.000%,1.52207,1.98,2.08
TR_perfusern_MasterPOPlan_PageLoad,1,422,422,422,422,422,422,422,0.000%,1.86916,2.47,2.55
TR_perfuserm_MasterPOPlan_PageLoad,1,520,520,520,520,520,520,520,0.000%,1.59236,2.11,2.17
TR_perfuserj_MasterPOPlan_PageLoad,1,634,634,634,634,634,634,634,0.000%,1.34409,1.78,1.83
TR_perfuserk_MasterPOPlan_PageLoad,1,640,640,640,640,640,640,640,0.000%,1.34048,1.77,1.83
TR_perfusero_MasterPOPlan_PageLoad,1,436,436,436,436,436,436,436,0.000%,1.83486,2.43,2.50
TR_perfuserb_MasterPOPlan_FillData,1,593,593,593,593,593,593,593,0.000%,1.21655,7.64,3.46
TR_perfuserc_MasterPOPlan_FillData,1,573,573,573,573,573,573,573,0.000%,1.29534,8.11,3.69
TR_perfuserf_MasterPOPlan_FillData,1,620,620,620,620,620,620,620,0.000%,1.19332,7.51,3.40
TR_perfusere_MasterPOPlan_FillData,1,621,621,621,621,621,621,621,0.000%,1.18906,7.47,3.38
TR_perfuserd_MasterPOPlan_FillData,1,617,617,617,617,617,617,617,0.000%,1.21359,7.64,3.45
TR_perfusera_MasterPOPlan_FillData,1,648,648,648,648,648,648,648,0.000%,1.15075,7.22,3.27
