Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
TR_perfusera_MasterPOPlan_PageLoad,1,504,504,504,504,504,504,504,0.000%,1.64204,2.88,2.22
TR_perfuserb_MasterPOPlan_PageLoad,1,321,321,321,321,321,321,321,0.000%,2.35849,4.13,3.19
TR_perfuserc_MasterPOPlan_PageLoad,1,310,310,310,310,310,310,310,0.000%,2.42718,4.25,3.28
TR_perfuserd_MasterPOPlan_PageLoad,1,276,276,276,276,276,276,276,0.000%,2.57732,4.52,3.48
TR_perfusera_MasterPOPlan_FillData,1,329,329,329,329,329,329,329,0.000%,1.78571,11.24,5.03
TR_perfuserb_MasterPOPlan_FillData,1,346,346,346,346,346,346,346,0.000%,1.73913,10.95,4.90
TR_perfusera_MasterPOPlan_Search_ButtonClick,1,185,185,185,185,185,185,185,0.000%,3.40136,4.17,5.07
TR_perfuserc_MasterPOPlan_FillData,1,308,308,308,308,308,308,308,0.000%,1.86567,11.75,5.26
TR_perfuserb_MasterPOPlan_Search_ButtonClick,1,131,131,131,131,131,131,131,0.000%,4.23729,5.20,6.31
TR_perfuserd_MasterPOPlan_FillData,1,309,309,309,309,309,309,309,0.000%,1.87970,11.84,5.30
TR_perfuserc_MasterPOPlan_Search_ButtonClick,1,132,132,132,132,132,132,132,0.000%,3.93701,4.83,5.87
TR_perfuserd_MasterPOPlan_Search_ButtonClick,1,142,142,142,142,142,142,142,0.000%,3.98406,4.89,5.94
TR_perfusera_MasterPOPlan_Proceed_ButtonClick,1,824,824,824,824,824,824,824,0.000%,.62578,16.57,5.90
TR_perfuserb_MasterPOPlan_Proceed_ButtonClick,1,797,797,797,797,797,797,797,0.000%,.62073,16.44,5.85
TR_perfuserc_MasterPOPlan_Proceed_ButtonClick,1,769,769,769,769,769,769,769,0.000%,.63532,16.83,5.99
TR_perfuserd_MasterPOPlan_Proceed_ButtonClick,1,780,780,780,780,780,780,780,0.000%,.63939,16.94,6.02
TR_perfusera_OperationRouting_Save_ButtonClick,1,269,269,269,269,269,269,269,0.000%,1.98020,4.53,5.83
TR_perfuserb_OperationRouting_Save_ButtonClick,1,252,252,252,252,252,252,252,0.000%,2.04918,4.69,6.04
TR_perfuserc_OperationRouting_Save_ButtonClick,1,234,234,234,234,234,234,234,0.000%,2.06612,4.73,6.09
TR_perfuserd_OperationRouting_Save_ButtonClick,1,242,242,242,242,242,242,242,0.000%,2.11864,4.85,6.24
TR_perfusera_JobPreference_PageLoad,1,248,248,248,248,248,248,248,0.000%,2.12766,15.75,6.06
TR_perfuserb_JobPreference_PageLoad,1,245,245,245,245,245,245,245,0.000%,2.10970,15.61,6.01
TR_perfuserc_JobPreference_PageLoad,1,251,251,251,251,251,251,251,0.000%,2.07039,15.32,5.90
TR_perfuserd_JobPreference_PageLoad,1,273,273,273,273,273,273,273,0.000%,1.97628,14.63,5.63
TR_perfuserb_JobPreference_Save_ButtonClick,1,321,321,321,321,321,321,321,0.000%,1.87617,4.74,5.59
TR_perfusera_JobPreference_Save_ButtonClick,1,339,339,339,339,339,339,339,0.000%,1.74825,4.42,5.21
TR_perfuserc_JobPreference_Save_ButtonClick,1,288,288,288,288,288,288,288,0.000%,1.95312,4.94,5.82
TR_perfuserd_JobPreference_Save_ButtonClick,1,269,269,269,269,269,269,269,0.000%,2.04082,5.16,6.08
TR_perfuserb_AddAdditionalQty_PageLoad,1,418,418,418,418,418,418,418,0.000%,1.35685,14.66,5.71
TR_perfusera_AddAdditionalQty_PageLoad,1,422,422,422,422,422,422,422,0.000%,1.29366,13.98,5.45
TR_perfuserc_AddAdditionalQty_PageLoad,1,450,450,450,450,450,450,450,0.000%,1.31062,14.16,5.52
TR_perfuserd_AddAdditionalQty_PageLoad,1,389,389,389,389,389,389,389,0.000%,1.35870,14.68,5.72
TR_perfuserb_AddAdditionalQty_Submit_ButtonClick,1,288,288,288,288,288,288,288,0.000%,1.90114,5.88,7.20
TR_perfusera_AddAdditionalQty_Submit_ButtonClick,1,324,324,324,324,324,324,324,0.000%,1.74216,5.39,6.60
TR_perfuserc_AddAdditionalQty_Submit_ButtonClick,1,279,279,279,279,279,279,279,0.000%,1.94553,6.02,7.37
TR_perfuserd_AddAdditionalQty_Submit_ButtonClick,1,301,301,301,301,301,301,301,0.000%,1.79856,5.56,6.81
TR_perfuserb_FabricProperties_PageLoad,1,566,566,566,566,566,566,566,0.000%,1.10375,17.17,4.73
TR_perfusera_FabricProperties_PageLoad,1,493,493,493,493,493,493,493,0.000%,1.19332,18.56,5.11
TR_perfuserc_FabricProperties_PageLoad,1,520,520,520,520,520,520,520,0.000%,1.13636,17.68,4.87
TR_perfuserd_FabricProperties_PageLoad,1,484,484,484,484,484,484,484,0.000%,1.22699,19.09,5.25
TR_perfusera_FabricProperties_ExcessCut_Save_ButtonClick,1,253,253,253,253,253,253,253,0.000%,2.03252,16.30,5.90
TR_perfuserb_FabricProperties_ExcessCut_Save_ButtonClick,1,286,286,286,286,286,286,286,0.000%,1.91939,15.39,5.57
TR_perfuserc_FabricProperties_ExcessCut_Save_ButtonClick,1,261,261,261,261,261,261,261,0.000%,2.09644,16.81,6.09
TR_perfuserd_FabricProperties_ExcessCut_Save_ButtonClick,1,260,260,260,260,260,260,260,0.000%,2.13220,17.10,6.19
TR_perfusera_FabricProperties_MaxPlies_Update_ButtonClick,1,328,328,328,328,328,328,328,0.000%,1.82482,5.82,5.20
TR_perfuserb_FabricProperties_MaxPlies_Update_ButtonClick,1,315,315,315,315,315,315,315,0.000%,1.81159,5.77,5.16
TR_perfuserc_FabricProperties_MaxPlies_Update_ButtonClick,1,296,296,296,296,296,296,296,0.000%,1.92678,6.14,5.49
TR_perfuserd_FabricProperties_MaxPlies_Update_ButtonClick,1,290,290,290,290,290,290,290,0.000%,1.91939,6.12,5.47
TR_perfuserb_FabricProperties_EntermaxpliesAction_1,1,503,503,503,503,503,503,503,0.000%,1.02459,6.19,5.79
TR_perfusera_FabricProperties_EntermaxpliesAction_1,1,543,543,543,543,543,543,543,0.000%,1.00503,6.08,5.68
TR_perfuserc_FabricProperties_EntermaxpliesAction_1,1,534,534,534,534,534,534,534,0.000%,1.01729,6.15,5.75
TR_perfuserd_FabricProperties_EntermaxpliesAction_1,1,518,518,518,518,518,518,518,0.000%,1.01626,6.14,5.75
TR_perfusera_FabricProperties_EntermaxpliesAction_2,1,507,507,507,507,507,507,507,0.000%,1.01626,6.15,5.74
