Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
TR_perfusera_MasterPOPlan_PageLoad,1,1410,1410,1410,1410,1410,1410,1410,0.000%,.61200,0.81,0.83
TR_perfuserd_MasterPOPlan_PageLoad,1,801,801,801,801,801,801,801,0.000%,1.07759,1.40,1.47
TR_perfuserb_MasterPOPlan_PageLoad,1,1294,1294,1294,1294,1294,1294,1294,0.000%,.71073,0.94,0.97
TR_perfuserc_MasterPOPlan_PageLoad,1,1097,1097,1097,1097,1097,1097,1097,0.000%,.82237,1.07,1.12
TR_perfuserc_MasterPOPlan_FillData,1,280,280,280,280,280,280,280,0.000%,2.03666,12.79,5.79
TR_perfusera_MasterPOPlan_FillData,1,280,280,280,280,280,280,280,0.000%,1.95312,12.26,5.55
TR_perfuserb_MasterPOPlan_FillData,1,304,304,304,304,304,304,304,0.000%,1.91571,12.06,5.45
TR_perfuserd_MasterPOPlan_FillData,1,297,297,297,297,297,297,297,0.000%,1.88679,11.88,5.37
TR_perfuserc_MasterPOPlan_Search_ButtonClick,1,136,136,136,136,136,136,136,0.000%,3.89105,4.77,5.85
TR_perfusera_MasterPOPlan_Search_ButtonClick,1,125,125,125,125,125,125,125,0.000%,4.21941,5.18,6.34
TR_perfuserb_MasterPOPlan_Search_ButtonClick,1,131,131,131,131,131,131,131,0.000%,3.96825,4.79,5.96
TR_perfuserd_MasterPOPlan_Search_ButtonClick,1,121,121,121,121,121,121,121,0.000%,4.09836,5.03,6.16
TR_perfusera_MasterPOPlan_Proceed_ButtonClick,1,747,747,747,747,747,747,747,0.000%,.61200,12.52,5.82
TR_perfuserc_MasterPOPlan_Proceed_ButtonClick,1,761,761,761,761,761,761,761,0.000%,.61162,12.50,5.82
TR_perfuserb_MasterPOPlan_Proceed_ButtonClick,1,752,752,752,752,752,752,752,0.000%,.62035,12.68,5.90
TR_perfuserd_MasterPOPlan_Proceed_ButtonClick,1,748,748,748,748,748,748,748,0.000%,.61728,12.64,5.87
TR_perfuserc_OperationRouting_Save_ButtonClick,1,234,234,234,234,234,234,234,0.000%,2.12766,4.87,6.32
TR_perfusera_OperationRouting_Save_ButtonClick,1,246,246,246,246,246,246,246,0.000%,2.10084,4.81,6.24
TR_perfuserd_OperationRouting_Save_ButtonClick,1,225,225,225,225,225,225,225,0.000%,2.12766,4.83,6.32
TR_perfuserb_OperationRouting_Save_ButtonClick,1,250,250,250,250,250,250,250,0.000%,2.08333,4.77,6.19
TR_perfuserc_JobPreference_PageLoad,1,214,214,214,214,214,214,214,0.000%,2.24215,16.55,6.44
TR_perfuserb_JobPreference_PageLoad,1,208,208,208,208,208,208,208,0.000%,2.22222,16.40,6.38
TR_perfusera_JobPreference_PageLoad,1,227,227,227,227,227,227,227,0.000%,2.16450,16.02,6.22
TR_perfuserd_JobPreference_PageLoad,1,224,224,224,224,224,224,224,0.000%,2.16450,15.98,6.22
TR_perfuserb_JobPreference_Save_ButtonClick,1,270,270,270,270,270,270,270,0.000%,1.97628,5.00,5.93
TR_perfuserc_JobPreference_Save_ButtonClick,1,301,301,301,301,301,301,301,0.000%,1.86220,4.67,5.59
TR_perfusera_JobPreference_Save_ButtonClick,1,303,303,303,303,303,303,303,0.000%,1.87617,4.71,5.63
TR_perfuserd_JobPreference_Save_ButtonClick,1,303,303,303,303,303,303,303,0.000%,1.85529,4.69,5.57
TR_perfuserc_AddAdditionalQty_PageLoad,1,389,389,389,389,389,389,389,0.000%,1.36986,13.34,5.82
TR_perfuserb_AddAdditionalQty_PageLoad,1,396,396,396,396,396,396,396,0.000%,1.33869,13.04,5.69
TR_perfusera_AddAdditionalQty_PageLoad,1,372,372,372,372,372,372,372,0.000%,1.38313,13.47,5.88
TR_perfuserd_AddAdditionalQty_PageLoad,1,378,378,378,378,378,378,378,0.000%,1.39665,13.63,5.93
TR_perfuserb_AddAdditionalQty_Submit_ButtonClick,1,293,293,293,293,293,293,293,0.000%,1.90476,5.89,7.26
TR_perfuserd_AddAdditionalQty_Submit_ButtonClick,1,296,296,296,296,296,296,296,0.000%,1.84843,5.68,7.05
TR_perfusera_AddAdditionalQty_Submit_ButtonClick,1,375,375,375,375,375,375,375,0.000%,1.64745,5.09,6.28
TR_perfuserc_AddAdditionalQty_Submit_ButtonClick,1,384,384,384,384,384,384,384,0.000%,1.59490,4.93,6.08
TR_perfuserb_FabricProperties_PageLoad,1,411,411,411,411,411,411,411,0.000%,1.32450,20.58,5.72
TR_perfuserd_FabricProperties_PageLoad,1,435,435,435,435,435,435,435,0.000%,1.31752,20.47,5.69
TR_perfusera_FabricProperties_PageLoad,1,397,397,397,397,397,397,397,0.000%,1.36986,21.29,5.92
TR_perfuserc_FabricProperties_PageLoad,1,390,390,390,390,390,390,390,0.000%,1.36426,21.20,5.89
TR_perfuserb_FabricProperties_ExcessCut_Save_ButtonClick,1,228,228,228,228,228,228,228,0.000%,2.21729,17.78,6.50
TR_perfuserd_FabricProperties_ExcessCut_Save_ButtonClick,1,220,220,220,220,220,220,220,0.000%,2.18341,17.51,6.40
TR_perfusera_FabricProperties_ExcessCut_Save_ButtonClick,1,225,225,225,225,225,225,225,0.000%,2.18341,17.51,6.40
TR_perfuserc_FabricProperties_ExcessCut_Save_ButtonClick,1,224,224,224,224,224,224,224,0.000%,2.23714,17.90,6.55
TR_perfuserb_FabricProperties_MaxPlies_Update_ButtonClick,1,262,262,262,262,262,262,262,0.000%,2.01613,6.43,5.80
TR_perfusera_FabricProperties_MaxPlies_Update_ButtonClick,1,239,239,239,239,239,239,239,0.000%,2.23214,7.07,6.42
TR_perfuserd_FabricProperties_MaxPlies_Update_ButtonClick,1,280,280,280,280,280,280,280,0.000%,1.94175,6.15,5.58
TR_perfuserc_FabricProperties_MaxPlies_Update_ButtonClick,1,267,267,267,267,267,267,267,0.000%,1.94553,6.20,5.59
TR_perfuserb_FabricProperties_EntermaxpliesAction_1,1,470,470,470,470,470,470,470,0.000%,1.08225,5.81,6.17
TR_perfusera_FabricProperties_EntermaxpliesAction_1,1,492,492,492,492,492,492,492,0.000%,1.06610,5.73,6.08
TR_perfuserd_FabricProperties_EntermaxpliesAction_1,1,522,522,522,522,522,522,522,0.000%,1.02354,5.52,5.84
TR_perfuserc_FabricProperties_EntermaxpliesAction_1,1,501,501,501,501,501,501,501,0.000%,1.03950,5.54,5.93
TR_perfuserb_FabricProperties_EntermaxpliesAction_2,1,476,476,476,476,476,476,476,0.000%,1.06952,5.77,6.09
TR_perfusera_FabricProperties_EntermaxpliesAction_2,1,451,451,451,451,451,451,451,0.000%,1.09649,5.88,6.25
TR_perfuserd_FabricProperties_EntermaxpliesAction_2,1,473,473,473,473,473,473,473,0.000%,1.07759,5.80,6.14
TR_perfuserc_FabricProperties_EntermaxpliesAction_2,1,450,450,450,450,450,450,450,0.000%,1.10132,5.92,6.27
TR_perfuserb_ComponentGroupAssigment_PageLoad,1,343,343,343,343,343,343,343,0.000%,1.46413,12.59,6.34
TR_perfusera_ComponentGroupAssigment_PageLoad,1,348,348,348,348,348,348,348,0.000%,1.47929,12.67,6.40
TR_perfuserd_ComponentGroupAssigment_PageLoad,1,365,365,365,365,365,365,365,0.000%,1.41243,12.12,6.11
TR_perfuserc_ComponentGroupAssigment_PageLoad,1,358,358,358,358,358,358,358,0.000%,1.41044,12.10,6.11
TR_perfuserb_ComponentGroupAssigment_Save_ButtonClick,1,819,819,819,819,819,819,819,0.000%,.59666,7.26,6.51
TR_perfusera_ComponentGroupAssigment_Save_ButtonClick,1,800,800,800,800,800,800,800,0.000%,.59418,7.24,6.49
TR_perfuserc_ComponentGroupAssigment_Save_ButtonClick,1,761,761,761,761,761,761,761,0.000%,.61576,7.48,6.72
