Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
TR_perfuserb_SewingJobSacanning_Pageload,4,1440,555,3584,3584,3584,282,3584,0.000%,.96759,3.89,1.05
TR_perfusere_SewingJobSacanning_Pageload,4,2471,2269,3879,3879,3879,224,3879,0.000%,.85800,3.45,0.93
TR_perfuserd_SewingJobSacanning_Pageload,4,2601,2283,4286,4286,4286,272,4286,0.000%,.78431,3.15,0.85
TR_perfuserc_SewingJobSacanning_Pageload,4,1431,501,3564,3564,3564,362,3564,0.000%,.97253,3.92,1.05
TR_perfuserf_SewingJobSacanning_Pageload,4,2751,2277,4285,4285,4285,391,4285,0.000%,.82628,3.32,0.90
TR_perfuserg_SewingJobSacanning_Pageload,4,2686,2200,4082,4082,4082,461,4082,0.000%,.83074,3.35,0.90
TR_perfuserh_SewingJobSacanning_Pageload,4,2200,443,4257,4257,4257,407,4257,0.000%,.83177,3.34,0.90
TR_perfusera_SewingJobSacanning_Pageload,4,1319,574,3593,3593,3593,534,3593,0.000%,.96572,3.89,1.05
TR_perfuseri_SewingJobSacanning_Pageload,4,3082,3680,4099,4099,4099,476,4099,0.000%,.82867,3.34,0.90
TR_perfuserd_SewingJobSacanning_ContinueButtonClick,4,308,282,393,393,393,186,393,0.000%,.76628,7.75,0.89
TR_perfuserj_SewingJobSacanning_Pageload,4,2219,596,4049,4049,4049,564,4049,0.000%,.83005,3.34,0.90
TR_perfuserc_SewingJobSacanning_ContinueButtonClick,4,221,191,385,385,385,117,385,0.000%,1.01471,10.26,1.18
TR_perfusere_SewingJobSacanning_ContinueButtonClick,4,308,284,474,474,474,183,474,0.000%,.84638,8.56,0.98
TR_perfuserb_SewingJobSacanning_ContinueButtonClick,4,247,114,479,479,479,113,479,0.000%,.96805,9.79,1.12
TR_perfuserg_SewingJobSacanning_ContinueButtonClick,4,321,195,599,599,599,108,599,0.000%,.80792,8.17,0.94
TR_perfuseri_SewingJobSacanning_ContinueButtonClick,4,328,281,488,488,488,150,488,0.000%,.84388,8.54,0.98
TR_perfuserh_SewingJobSacanning_ContinueButtonClick,4,312,278,493,493,493,187,493,0.000%,.82610,8.36,0.96
TR_perfuserf_SewingJobSacanning_ContinueButtonClick,4,416,390,587,587,587,186,587,0.000%,.79428,8.04,0.92
TR_perfusera_SewingJobSacanning_ContinueButtonClick,4,295,192,500,500,500,191,500,0.000%,1.06581,10.78,1.23
TR_perfuserj_SewingJobSacanning_ContinueButtonClick,4,287,193,494,494,494,189,494,0.000%,.84211,8.52,0.98
TR_SUB_perfuserc_SacanSewingJobNumberAndEnterReportingQty,4,2077,2340,3072,3072,3072,324,3072,0.000%,1.01704,1.33,1.45
TR_perfuserc_Scanning&Reporting,4,3863,2782,6489,6489,6489,539,6489,50.000%,.58971,1.56,1.73
TR_SUB_perfuserc_SewingJobReport_SubmitButtonClick,4,1734,115,3417,3417,3417,105,3417,50.000%,1.10834,2.06,3.35
TR_SUB_perfusera_SacanSewingJobNumberAndEnterReportingQty,4,6828,4523,10792,10792,10792,2885,10792,0.000%,.35404,0.55,0.50
