Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
TR_perfusera_MasterPOPlan_PageLoad,1,386,386,386,386,386,386,386,0.000%,2.04082,2.57,2.78
TR_perfuserb_MasterPOPlan_PageLoad,1,249,249,249,249,249,249,249,0.000%,2.85714,3.60,3.90
TR_perfuserc_MasterPOPlan_PageLoad,1,226,226,226,226,226,226,226,0.000%,2.91545,3.68,3.97
TR_perfusera_MasterPOPlan_FillData,1,292,292,292,292,292,292,292,0.000%,1.96464,12.37,5.59
TR_perfuserd_MasterPOPlan_PageLoad,1,223,223,223,223,223,223,223,0.000%,3.07692,3.88,4.19
TR_perfuserb_MasterPOPlan_FillData,1,284,284,284,284,284,284,284,0.000%,2.02020,12.72,5.74
TR_perfusera_MasterPOPlan_Search_ButtonClick,1,133,133,133,133,133,133,133,0.000%,4.14938,5.09,6.24
TR_perfuserb_MasterPOPlan_Search_ButtonClick,1,138,138,138,138,138,138,138,0.000%,4.03226,4.95,6.06
TR_perfuserc_MasterPOPlan_FillData,1,260,260,260,260,260,260,260,0.000%,2.05339,12.93,5.84
TR_perfuserd_MasterPOPlan_FillData,1,248,248,248,248,248,248,248,0.000%,2.10526,13.26,5.99
TR_perfuserc_MasterPOPlan_Search_ButtonClick,1,117,117,117,117,117,117,117,0.000%,4.18410,5.13,6.29
TR_perfuserd_MasterPOPlan_Search_ButtonClick,1,143,143,143,143,143,143,143,0.000%,3.75940,4.61,5.65
TR_perfusera_MasterPOPlan_Proceed_ButtonClick,1,822,822,822,822,822,822,822,0.000%,.62150,12.74,5.91
TR_perfuserb_MasterPOPlan_Proceed_ButtonClick,1,788,788,788,788,788,788,788,0.000%,.64144,13.15,6.10
TR_perfuserc_MasterPOPlan_Proceed_ButtonClick,1,755,755,755,755,755,755,755,0.000%,.64767,13.27,6.16
TR_perfuserd_MasterPOPlan_Proceed_ButtonClick,1,739,739,739,739,739,739,739,0.000%,.65920,13.51,6.27
